nome;uf;cod_tse;cod_ibge
PONTE NOVA;MG;50415;3152105
POMP?U;MG;50393;3152006
POCRANE;MG;50377;3151909
PO?OS DE CALDAS;MG;50350;3151800
PO?O FUNDO;MG;50334;3151701
PLANURA;MG;50318;3151602
PIUMHI;MG;50296;3151503
PITANGUI;MG;50270;3151404
PIRA?BA;MG;50253;3151305
PIRAPORA;MG;50237;3151206
PIRAPETINGA;MG;50210;3151107
PIRANGUINHO;MG;50199;3151008
PIRANGU?U;MG;50172;3150901
PIRANGA;MG;50156;3150802
PIRAJUBA;MG;50130;3150703
PIRACEMA;MG;50113;3150604
PINT?POLIS;MG;41386;3150570
PINGO D'?GUA;MG;41360;3150539
PIMENTA;MG;50091;3150505
PIEDADE DOS GERAIS;MG;50075;3150406
PIEDADE DO RIO GRANDE;MG;50059;3150307
PIEDADE DE PONTE NOVA;MG;50032;3150208
PIEDADE DE CARATINGA;MG;41343;3150158
PIAU;MG;50016;3150109
PESCADOR;MG;49999;3150000
PERIQUITO;MG;40568;3149952
PERD?ES;MG;49972;3149903
PERDIZES;MG;49956;3149804
PERDIG?O;MG;49930;3149705
PEQUI;MG;49913;3149606
PEQUERI;MG;49891;3149507
PEDRO TEIXEIRA;MG;49875;3149408
PEDRO LEOPOLDO;MG;49859;3149309
PEDRIN?POLIS;MG;49832;3149200
PEDRAS DE MARIA DA CRUZ;MG;40541;3149150
PEDRALVA;MG;49816;3149101
PEDRA DOURADA;MG;49794;3149002
PEDRA DO INDAI?;MG;49778;3148905
PEDRA DO ANTA;MG;49751;3148806
PEDRA BONITA;MG;41327;3148756
PEDRA AZUL;MG;49735;3148707
PE?ANHA;MG;49719;3148608
PAV?O;MG;49697;3148509
PAULISTAS;MG;49670;3148400
PAULA C?NDIDO;MG;49654;3148301
PATROC?NIO DO MURIA?;MG;49638;3148202
PATROC?NIO;MG;49611;3148103
PATOS DE MINAS;MG;49590;3148004
PATIS;MG;41300;3147956
PASSOS;MG;49573;3147907
PASSA VINTE;MG;49557;3147808
PASSA TEMPO;MG;49530;3147709
PASSA QUATRO;MG;49514;3147600
PASSAB?M;MG;49492;3147501
PARAOPEBA;MG;49476;3147402
PARAIS?POLIS;MG;49450;3147303
PARAGUA?U;MG;49433;3147204
PAR? DE MINAS;MG;49417;3147105
PARACATU;MG;49395;3147006
PAPAGAIOS;MG;49379;3146909
PALM?POLIS;MG;40525;3146750
PALMA;MG;49336;3146701
PAIVA;MG;49310;3146602
PAI PEDRO;MG;41289;3146552
PAINS;MG;49298;3146503
PAINEIRAS;MG;49271;3146404
PADRE PARA?SO;MG;49255;3146305
PADRE CARVALHO;MG;41262;3146255
OURO VERDE DE MINAS;MG;49239;3146206
OURO PRETO;MG;49212;3146107
OURO FINO;MG;49190;3146008
OURO BRANCO;MG;49174;3145901
ORIZ?NIA;MG;41246;3145877
ORAT?RIOS;MG;41220;3145851
ON?A DE PITANGUI;MG;49158;3145802
OLIVEIRA FORTES;MG;49131;3145703
OLIVEIRA;MG;49115;3145604
OL?MPIO NORONHA;MG;49093;3145505
OLHOS D'?GUA;MG;41203;3145455
OLARIA;MG;49077;3145406
NOVORIZONTE;MG;41181;3145372
NOVO ORIENTE DE MINAS;MG;40509;3145356
NOVO CRUZEIRO;MG;49050;3145307
NOVA SERRANA;MG;49034;3145208
NOVA RESENDE;MG;49018;3145109
NOVA PORTEIRINHA;MG;41165;3145059
NOVA PONTE;MG;48992;3145000
NOVA M?DICA;MG;48976;3144904
NOVA LIMA;MG;48950;3144805
NOVA ERA;MG;48933;3144706
NOVA BEL?M;MG;41149;3144672
NINHEIRA;MG;41122;3144656
NEPOMUCENO;MG;48917;3144607
NAZARENO;MG;48895;3144508
NAT?RCIA;MG;48879;3144409
NATAL?NDIA;MG;41106;3144375
NAQUE;MG;40487;3144359
NANUQUE;MG;48852;3144300
NACIP RAYDAN;MG;48836;3144201
MUZAMBINHO;MG;48810;3144102
MUTUM;MG;48798;3144003
MURIA?;MG;48771;3143906
MUNHOZ;MG;48755;3143807
MORRO DO PILAR;MG;48739;3143708
MORRO DA GAR?A;MG;48712;3143609
MORADA NOVA DE MINAS;MG;48690;3143500
MONTEZUMA;MG;40460;3143450
MONTE SI?O;MG;48674;3143401
MONTES CLAROS;MG;48658;3143302
MONTE SANTO DE MINAS;MG;48631;3143203
MONTE FORMOSO;MG;41084;3143153
MONTE CARMELO;MG;48615;3143104
MONTE BELO;MG;48593;3143005
MONTE AZUL;MG;48577;3142908
MONTE ALEGRE DE MINAS;MG;48550;3142809
MONTALV?NIA;MG;48534;3142700
MONSENHOR PAULO;MG;48518;3142601
MONJOLOS;MG;48496;3142502
MOEMA;MG;48470;3142403
MOEDA;MG;48453;3142304
MIRAV?NIA;MG;41068;3142254
MIRA?;MG;48437;3142205
MIRADOURO;MG;48410;3142106
MIRABELA;MG;48399;3142007
MINDURI;MG;48372;3141900
MINAS NOVAS;MG;48356;3141801
MESQUITA;MG;48330;3141702
MERC?S;MG;48313;3141603
MENDES PIMENTEL;MG;48291;3141504
MEDINA;MG;48275;3141405
MEDEIROS;MG;48259;3141306
MATUTINA;MG;48232;3141207
MATOZINHOS;MG;48216;3141108
MATO VERDE;MG;48194;3141009
MATIP?;MG;48178;3140902
MATIAS CARDOSO;MG;40444;3140852
MATIAS BARBOSA;MG;48151;3140803
MATEUS LEME;MG;48135;3140704
MATERL?NDIA;MG;48119;3140605
MATA VERDE;MG;40428;3140555
MARTINS SOARES;MG;41041;3140530
MARTINHO CAMPOS;MG;48097;3140506
MARMEL?POLIS;MG;48070;3140407
MARLI?RIA;MG;48054;3140308
MARIP? DE MINAS;MG;48038;3140209
M?RIO CAMPOS;MG;41025;3140159
MARILAC;MG;48011;3140100
MARIANA;MG;47996;3140001
MARIA DA F?;MG;47970;3139904
MAR DE ESPANHA;MG;47953;3139805
MARAVILHAS;MG;47937;3139706
MANTENA;MG;47910;3139607
MANHUMIRIM;MG;47899;3139508
MANHUA?U;MG;47872;3139409
MANGA;MG;47856;3139300
MAMONAS;MG;40401;3139250
MALACACHETA;MG;47830;3139201
MADRE DE DEUS DE MINAS;MG;47813;3139102
MACHADO;MG;47791;3139003
MACHACALIS;MG;47775;3138906
LUZ;MG;47759;3138807
LUMIN?RIAS;MG;47732;3138708
LUISL?NDIA;MG;41009;3138682
LUISBURGO;MG;40983;3138674
LONTRA;MG;40380;3138658
LIMEIRA DO OESTE;MG;40363;3138625
LIMA DUARTE;MG;47716;3138609
LIBERDADE;MG;47694;3138500
LEOPOLDINA;MG;47678;3138401
LEME DO PRADO;MG;40967;3138351
LEANDRO FERREIRA;MG;47651;3138302
LAVRAS;MG;47635;3138203
LASSANCE;MG;47619;3138104
LARANJAL;MG;47597;3138005
LAMIM;MG;47570;3137908
LAMBARI;MG;47554;3137809
LAJINHA;MG;47538;3137700
LAGOA SANTA;MG;47511;3137601
LAGOA GRANDE;MG;40347;3137536
LAGOA FORMOSA;MG;47490;3137502
LAGOA DOURADA;MG;47473;3137403
LAGOA DOS PATOS;MG;47457;3137304
LAGOA DA PRATA;MG;47430;3137205
LAGAMAR;MG;47414;3137106
LADAINHA;MG;47392;3137007
JUVEN?LIA;MG;40940;3136959
JURUAIA;MG;47376;3136900
JURAMENTO;MG;47350;3136801
JUIZ DE FORA;MG;47333;3136702
JUATUBA;MG;40320;3136652
NOVA UNI?O;MG;47317;3136603
JOSEN?POLIS;MG;40924;3136579
JOS? RAYDAN;MG;42323;3136553
JOS? GON?ALVES DE MINAS;MG;42307;3136520
JORD?NIA;MG;47295;3136504
JOAQUIM FEL?CIO;MG;47279;3136405
JO?O PINHEIRO;MG;47252;3136306
JO?O MONLEVADE;MG;47236;3136207
JOAN?SIA;MG;47210;3136108
JOA?MA;MG;47198;3136009
JESU?NIA;MG;47171;3135902
JEQUITINHONHA;MG;47155;3135803
JEQUITIB?;MG;47139;3135704
JEQUITA?;MG;47112;3135605
JEQUERI;MG;47090;3135506
JENIPAPO DE MINAS;MG;42285;3135456
JECEABA;MG;47074;3135407
JAPONVAR;MG;42269;3135357
JAPARA?BA;MG;47058;3135308
JANU?RIA;MG;47031;3135209
JANA?BA;MG;47015;3135100
JAMPRUCA;MG;40304;3135076
JA?BA;MG;40282;3135050
JAGUARA?U;MG;46990;3135001
JACUTINGA;MG;46973;3134905
JACU?;MG;46957;3134806
JACINTO;MG;46930;3134707
JABOTICATUBAS;MG;46914;3134608
ITUTINGA;MG;46892;3134509
ITURAMA;MG;46876;3134400
ITUMIRIM;MG;46850;3134301
ITUIUTABA;MG;46833;3134202
ITUETA;MG;46817;3134103
ITINGA;MG;46795;3134004
ITAVERAVA;MG;46779;3133907
ITA?NA;MG;46752;3133808
ITA? DE MINAS;MG;54453;3133758
ITATIAIU?U;MG;46736;3133709
ITAPEVA;MG;46710;3133600
ITAPECERICA;MG;46698;3133501
ITAPAGIPE;MG;46671;3133402
ITAOBIM;MG;46655;3133303
ITANHOMI;MG;46639;3133204
ITANHANDU;MG;46612;3133105
ITAMONTE;MG;46590;3133006
ITAMOGI;MG;46574;3132909
ITAMB? DO MATO DENTRO;MG;46558;3132800
ITAMBACURI;MG;46531;3132701
ITAMARATI DE MINAS;MG;46515;3132602
ITAMARANDIBA;MG;46493;3132503
ITAJUB?;MG;46477;3132404
ITAIP?;MG;46450;3132305
ITAGUARA;MG;46434;3132206
ITACARAMBI;MG;46418;3132107
ITACAMBIRA;MG;46396;3132008
ITABIRITO;MG;46370;3131901
ITABIRINHA;MG;46353;3131802
ITABIRA;MG;46337;3131703
IRA? DE MINAS;MG;46310;3131604
IPUI?NA;MG;46299;3131505
IPIA?U;MG;46272;3131406
IPATINGA;MG;46256;3131307
IPANEMA;MG;46230;3131208
IPABA;MG;40266;3131158
INIMUTABA;MG;46213;3131109
INHA?MA;MG;46191;3131000
INHAPIM;MG;46175;3130903
INGA?;MG;46159;3130804
INDIAN?POLIS;MG;46132;3130705
INDAIABIRA;MG;42242;3130655
INCONFIDENTES;MG;46116;3130606
IMB? DE MINAS;MG;42226;3130556
ILIC?NEA;MG;46094;3130507
IJACI;MG;46078;3130408
IGUATAMA;MG;46051;3130309
IGARATINGA;MG;46035;3130200
IGARAP?;MG;46019;3130101
ICARA? DE MINAS;MG;40240;3130051
IBITURUNA;MG;45993;3130002
IBITI?RA DE MINAS;MG;45977;3129905
IBIRIT?;MG;45950;3129806
IBIRACI;MG;45934;3129707
IBIRACATU;MG;42200;3129657
IBIA?;MG;45918;3129608
IBI?;MG;45896;3129509
IBERTIOGA;MG;45870;3129400
IAPU;MG;45853;3129301
HELIODORA;MG;45837;3129202
GURINHAT?;MG;45810;3129103
GUIRICEMA;MG;45799;3129004
GUIMAR?NIA;MG;45772;3128907
GUIDOVAL;MG;45756;3128808
GUAXUP?;MG;45730;3128709
GUARDA-MOR;MG;45713;3128600
GUARAR?;MG;45691;3128501
GUARANI;MG;45675;3128402
GUARAN?SIA;MG;45659;3128303
GUARACIAMA;MG;42188;3128253
GUARACIABA;MG;45632;3128204
GUAP?;MG;45616;3128105
GUANH?ES;MG;45594;3128006
GRUPIARA;MG;45578;3127909
GR?O MOGOL;MG;45551;3127800
GOVERNADOR VALADARES;MG;45535;3127701
GOUVEIA;MG;45519;3127602
GONZAGA;MG;45497;3127503
GON?ALVES;MG;45470;3127404
GOIAN?;MG;42161;3127388
GOIABEIRA;MG;42145;3127370
GLAUCIL?NDIA;MG;42129;3127354
GAMELEIRAS;MG;42102;3127339
GALIL?IA;MG;45454;3127305
FUNIL?NDIA;MG;45438;3127206
FRUTAL;MG;45411;3127107
FRUTA DE LEITE;MG;42080;3127073
FRONTEIRA DOS VALES;MG;49352;3127057
FRONTEIRA;MG;45390;3127008
FREI LAGONEGRO;MG;42064;3126950
FREI INOC?NCIO;MG;45373;3126901
FREI GASPAR;MG;45357;3126802
FRANCISC?POLIS;MG;40223;3126752
FRANCISCO S?;MG;45330;3126703
FRANCISCO DUMONT;MG;45314;3126604
FRANCISCO BADAR?;MG;45292;3126505
FORTUNA DE MINAS;MG;45276;3126406
FORTALEZA DE MINAS;MG;45250;3126307
FORMOSO;MG;45233;3126208
FORMIGA;MG;45217;3126109
FLORESTAL;MG;45195;3126000
FERVEDOURO;MG;40207;3125952
FERROS;MG;45179;3125903
FERNANDES TOURINHO;MG;45152;3125804
FELIXL?NDIA;MG;45136;3125705
FELISBURGO;MG;45110;3125606
S?O GON?ALO DO RIO PRETO;MG;45098;3125507
FEL?CIO DOS SANTOS;MG;45071;3125408
FARIA LEMOS;MG;45055;3125309
FAMA;MG;45039;3125200
EXTREMA;MG;45012;3125101
EWBANK DA C?MARA;MG;44997;3125002
EUGEN?POLIS;MG;44970;3124906
ESTRELA DO SUL;MG;44954;3124807
ESTRELA DO INDAI?;MG;44938;3124708
ESTRELA DALVA;MG;44911;3124609
ESTIVA;MG;44890;3124500
ESP?RITO SANTO DO DOURADO;MG;44873;3124401
ESPINOSA;MG;44857;3124302
ESPERA FELIZ;MG;44830;3124203
ESMERALDAS;MG;44814;3124104
ERV?LIA;MG;44792;3124005
ENTRE RIOS DE MINAS;MG;44776;3123908
ENTRE FOLHAS;MG;40185;3123858
ENGENHEIRO NAVARRO;MG;44750;3123809
ENGENHEIRO CALDAS;MG;44733;3123700
EL?I MENDES;MG;44717;3123601
DURAND?;MG;40169;3123528
DOURADOQUARA;MG;44695;3123502
DORES?POLIS;MG;44679;3123403
DORES DO TURVO;MG;44652;3123304
DORES DO INDAI?;MG;44636;3123205
DORES DE GUANH?ES;MG;44610;3123106
DORES DE CAMPOS;MG;44598;3123007
DONA EUS?BIA;MG;44571;3122900
DOM VI?OSO;MG;44555;3122801
DOM SILV?RIO;MG;44539;3122702
DOM JOAQUIM;MG;44512;3122603
DOM CAVATI;MG;44490;3122504
DOM BOSCO;MG;42048;3122470
DIVIS?POLIS;MG;40142;3122454
DIVISA NOVA;MG;44474;3122405
DIVISA ALEGRE;MG;40126;3122355
DIVIN?POLIS;MG;44458;3122306
DIVINOL?NDIA DE MINAS;MG;44431;3122207
DIVINO DAS LARANJEIRAS;MG;44415;3122108
DIVINO;MG;44393;3122009
DIVIN?SIA;MG;44377;3121902
DION?SIO;MG;44350;3121803
DIOGO DE VASCONCELOS;MG;44334;3121704
DIAMANTINA;MG;44318;3121605
DESTERRO DO MELO;MG;44296;3121506
DESTERRO DE ENTRE RIOS;MG;44270;3121407
DESCOBERTO;MG;44253;3121308
DELTA;MG;42021;3121258
DELFIN?POLIS;MG;44237;3121209
DELFIM MOREIRA;MG;44210;3121100
DATAS;MG;44199;3121001
CURVELO;MG;44172;3120904
CURRAL DE DENTRO;MG;42005;3120870
CUPARAQUE;MG;41980;3120839
CRUZ?LIA;MG;44156;3120805
CRUZEIRO DA FORTALEZA;MG;44130;3120706
CRUCIL?NDIA;MG;44113;3120607
CRISTINA;MG;44091;3120508
CRISTIANO OTONI;MG;44075;3120409
CRIST?LIA;MG;44059;3120300
CRISTAIS;MG;44032;3120201
CRIS?LITA;MG;41963;3120151
COUTO DE MAGALH?ES DE MINAS;MG;44016;3120102
C?RREGO NOVO;MG;43990;3120003
C?RREGO FUNDO;MG;41947;3119955
C?RREGO DO BOM JESUS;MG;43974;3119906
C?RREGO DANTA;MG;43958;3119807
CORONEL XAVIER CHAVES;MG;43931;3119708
CORONEL PACHECO;MG;43915;3119609
CORONEL MURTA;MG;43893;3119500
CORONEL FABRICIANO;MG;43877;3119401
COROMANDEL;MG;43850;3119302
COROACI;MG;43834;3119203
CORINTO;MG;43818;3119104
CORDISL?NDIA;MG;43796;3119005
CORDISBURGO;MG;43770;3118908
CORA??O DE JESUS;MG;43753;3118809
COQUEIRAL;MG;43737;3118700
CONTAGEM;MG;43710;3118601
CONSOLA??O;MG;43699;3118502
CONSELHEIRO PENA;MG;43672;3118403
CONSELHEIRO LAFAIETE;MG;43656;3118304
CONQUISTA;MG;43630;3118205
CONGONHAS DO NORTE;MG;43613;3118106
CONGONHAS;MG;43591;3118007
CONGONHAL;MG;43575;3117900
CONFINS;MG;41920;3117876
C?NEGO MARINHO;MG;41904;3117836
CONCEI??O DOS OUROS;MG;43559;3117801
CONCEI??O DO RIO VERDE;MG;43532;3117702
CONCEI??O DO PAR?;MG;43516;3117603
CONCEI??O DO MATO DENTRO;MG;43494;3117504
CONCEI??O DE IPANEMA;MG;43478;3117405
CONCEI??O DAS ALAGOAS;MG;43451;3117306
CONCEI??O DAS PEDRAS;MG;43435;3117207
CONCEI??O DA APARECIDA;MG;43419;3117108
COMERCINHO;MG;43397;3117009
COMENDADOR GOMES;MG;43370;3116902
COLUNA;MG;43354;3116803
COIMBRA;MG;43338;3116704
CL?UDIO;MG;43311;3116605
CLARO DOS PO??ES;MG;43290;3116506
CLARAVAL;MG;43273;3116407
CIPOT?NEA;MG;43257;3116308
CHIADOR;MG;43230;3116209
CHAPADA GA?CHA;MG;41882;3116159
CHAPADA DO NORTE;MG;43214;3116100
CHAL?;MG;43192;3116001
CH?CARA;MG;43176;3115904
CENTRALINA;MG;43150;3115805
CENTRAL DE MINAS;MG;43133;3115706
CEDRO DO ABAET?;MG;43117;3115607
CAXAMBU;MG;43095;3115508
CATUTI;MG;41866;3115474
CATUJI;MG;40100;3115458
CATAS ALTAS DA NORUEGA;MG;43079;3115409
CATAS ALTAS;MG;41840;3115359
CATAGUASES;MG;43052;3115300
CONCEI??O DA BARRA DE MINAS;MG;43036;3115201
C?SSIA;MG;43010;3115102
CASCALHO RICO;MG;42994;3115003
CASA GRANDE;MG;42978;3114907
CARVALHOS;MG;42951;3114808
CARVALH?POLIS;MG;42935;3114709
CARRANCAS;MG;42919;3114600
CARNEIRINHO;MG;40088;3114550
CARM?POLIS DE MINAS;MG;42897;3114501
CARMO DO RIO CLARO;MG;42870;3114402
CARMO DO PARANA?BA;MG;42854;3114303
CARMO DO CAJURU;MG;42838;3114204
CARMO DE MINAS;MG;42811;3114105
CARMO DA MATA;MG;42790;3114006
CARMO DA CACHOEIRA;MG;42773;3113909
CARM?SIA;MG;42757;3113800
CARLOS CHAGAS;MG;42730;3113701
CAREA?U;MG;42714;3113602
CARBONITA;MG;42692;3113503
CARATINGA;MG;42676;3113404
CARANGOLA;MG;42650;3113305
CARANDA?;MG;42633;3113206
CARANA?BA;MG;42617;3113107
CARA?;MG;42595;3113008
CAPUTIRA;MG;42579;3112901
CAPIT?LIO;MG;42552;3112802
CAPIT?O EN?AS;MG;42536;3112703
CAPIT?O ANDRADE;MG;40061;3112653
CAPIN?POLIS;MG;42510;3112604
CAPIM BRANCO;MG;42498;3112505
CAPETINGA;MG;42471;3112406
CAPELINHA;MG;42455;3112307
CAPELA NOVA;MG;42439;3112208
CAPARA?;MG;42412;3112109
CANTAGALO;MG;41823;3112059
CANDEIAS;MG;42390;3112000
CANA VERDE;MG;42374;3111903
CAN?POLIS;MG;42358;3111804
CANA?;MG;42331;3111705
CAMPOS GERAIS;MG;42315;3111606
CAMPOS ALTOS;MG;42293;3111507
CAMPO FLORIDO;MG;42277;3111408
CAMPO DO MEIO;MG;42250;3111309
CAMPO BELO;MG;42234;3111200
CAMPO AZUL;MG;41807;3111150
CAMPINA VERDE;MG;42218;3111101
CAMPESTRE;MG;42196;3111002
CAMPANHA;MG;42170;3110905
CAMPAN?RIO;MG;42153;3110806
CAMBUQUIRA;MG;42137;3110707
CAMBU?;MG;42110;3110608
CAMANDUCAIA;MG;42099;3110509
CAMACHO;MG;42072;3110400
CALDAS;MG;42056;3110301
CAJURI;MG;42030;3110202
CAIANA;MG;42013;3110103
CAET?;MG;41998;3110004
CAETAN?POLIS;MG;41971;3109907
CACHOEIRA DOURADA;MG;41955;3109808
CACHOEIRA DE MINAS;MG;41939;3109709
CACHOEIRA DA PRATA;MG;41912;3109600
CABO VERDE;MG;41890;3109501
CABECEIRA GRANDE;MG;41785;3109451
BURITIZEIRO;MG;41874;3109402
BURITIS;MG;41858;3109303
BUGRE;MG;41769;3109253
BUEN?POLIS;MG;41831;3109204
BUENO BRAND?O;MG;41815;3109105
BRUMADINHO;MG;41793;3109006
BRAZ?POLIS;MG;41777;3108909
BRA?NAS;MG;41750;3108800
BR?S PIRES;MG;41734;3108701
BRAS?LIA DE MINAS;MG;41718;3108602
BRASIL?NDIA DE MINAS;MG;40045;3108552
BOTUMIRIM;MG;41696;3108503
BOTELHOS;MG;41670;3108404
BORDA DA MATA;MG;41653;3108305
BONITO DE MINAS;MG;41742;3108255
BONFIN?POLIS DE MINAS;MG;41637;3108206
BONFIM;MG;41610;3108107
BOM SUCESSO;MG;41599;3108008
BOM REPOUSO;MG;41572;3107901
BOM JESUS DO GALHO;MG;41556;3107802
BOM JESUS DO AMPARO;MG;41530;3107703
BOM JESUS DA PENHA;MG;41513;3107604
BOM JARDIM DE MINAS;MG;41491;3107505
BOM DESPACHO;MG;41475;3107406
BOCAI?VA;MG;41459;3107307
BOCAINA DE MINAS;MG;41432;3107208
BOA ESPERAN?A;MG;41416;3107109
BIQUINHAS;MG;41394;3107000
BICAS;MG;41378;3106903
BIAS FORTES;MG;41351;3106804
BETIM;MG;41335;3106705
BERIZAL;MG;41726;3106655
BERT?POLIS;MG;41319;3106606
BERILO;MG;41297;3106507
BELO VALE;MG;41270;3106408
BELO ORIENTE;MG;41254;3106309
BELO HORIZONTE;MG;41238;3106200
BELMIRO BRAGA;MG;41211;3106101
BELA VISTA DE MINAS;MG;41190;3106002
BARROSO;MG;41173;3105905
BARRA LONGA;MG;41130;3105707
BARBACENA;MG;41114;3105608
BAR?O DE MONTE ALTO;MG;41092;3105509
BAR?O DE COCAIS;MG;41076;3105400
BANDEIRA DO SUL;MG;41050;3105301
BANDEIRA;MG;41033;3105202
BAMBU?;MG;41017;3105103
BALDIM;MG;40991;3105004
BAEPENDI;MG;40975;3104908
AUGUSTO DE LIMA;MG;40959;3104809
ATAL?IA;MG;40932;3104700
ASTOLFO DUTRA;MG;40916;3104601
ARINOS;MG;40894;3104502
ARICANDUVA;MG;41700;3104452
ARGIRITA;MG;40878;3104403
AREADO;MG;40851;3104304
ARCOS;MG;40835;3104205
ARCEBURGO;MG;40819;3104106
ARAX?;MG;40797;3104007
ARA?JOS;MG;40770;3103900
ARAPU?;MG;40754;3103801
ARAPOR?;MG;40029;3103751
ARAPONGA;MG;40738;3103702
ARANTINA;MG;40711;3103603
ARAGUARI;MG;40690;3103504
ARA?UA?;MG;40673;3103405
ARACITABA;MG;40657;3103306
ARA?A?;MG;40630;3103207
ANT?NIO PRADO DE MINAS;MG;40614;3103108
ANT?NIO DIAS;MG;40592;3103009
ANT?NIO CARLOS;MG;40576;3102902
ANGEL?NDIA;MG;41688;3102852
ANDREL?NDIA;MG;40550;3102803
CACHOEIRA DE PAJE?;MG;40533;3102704
ANDRADAS;MG;40517;3102605
AMPARO DO SERRA;MG;40495;3102506
ALVORADA DE MINAS;MG;40479;3102407
ALVIN?POLIS;MG;40452;3102308
ALVARENGA;MG;40436;3102209
ALTO RIO DOCE;MG;40410;3102100
ALTO CAPARA?;MG;41661;3102050
ALTEROSA;MG;40398;3102001
ALPIN?POLIS;MG;40371;3101904
ALPERCATA;MG;40355;3101805
ALMENARA;MG;40339;3101706
ALFREDO VASCONCELOS;MG;40002;3101631
ALFENAS;MG;40312;3101607
AL?M PARA?BA;MG;40290;3101508
ALBERTINA;MG;40274;3101409
ALAGOA;MG;40258;3101300
AIURUOCA;MG;40231;3101201
AIMOR?S;MG;40215;3101102
?GUAS VERMELHAS;MG;40193;3101003
?GUAS FORMOSAS;MG;40177;3100906
AGUANIL;MG;40150;3100807
?GUA COMPRIDA;MG;40134;3100708
?GUA BOA;MG;40118;3100609
A?UCENA;MG;40096;3100500
ACAIACA;MG;40070;3100401
ABRE CAMPO;MG;40053;3100302
ABAET?;MG;40037;3100203
ABADIA DOS DOURADOS;MG;40010;3100104
XIQUE-XIQUE;BA;39713;2933604
WENCESLAU GUIMAR?ES;BA;39691;2933505
WANDERLEY;BA;39993;2933455
WAGNER;BA;39675;2933406
VIT?RIA DA CONQUISTA;BA;39659;2933307
VEREDA;BA;39640;2933257
VERA CRUZ;BA;39632;2933208
VARZEDO;BA;39624;2933174
V?RZEA NOVA;BA;39950;2933158
V?RZEA DO PO?O;BA;39616;2933109
V?RZEA DA RO?A;BA;39977;2933059
VALENTE;BA;39594;2933000
VALEN?A;BA;39578;2932903
UTINGA;BA;39551;2932804
URU?UCA;BA;39535;2932705
URANDI;BA;39519;2932606
UNA;BA;39497;2932507
UMBURANAS;BA;39489;2932457
UIBA?;BA;39470;2932408
UBAT?;BA;39454;2932309
UBAITABA;BA;39438;2932200
UBA?RA;BA;39411;2932101
UAU?;BA;39390;2932002
TUCANO;BA;39373;2931905
TREMEDAL;BA;39357;2931806
TERRA NOVA;BA;39330;2931707
TEOL?NDIA;BA;39314;2931608
TEOFIL?NDIA;BA;39292;2931509
TEODORO SAMPAIO;BA;39276;2931400
TEIXEIRA DE FREITAS;BA;39934;2931350
TAPIRAMUT?;BA;39250;2931301
TAPERO?;BA;39233;2931202
TANQUINHO;BA;39217;2931103
TANQUE NOVO;BA;39918;2931053
TANHA?U;BA;39195;2931004
TABOCAS DO BREJO VELHO;BA;39179;2930907
SOUTO SOARES;BA;39152;2930808
SOBRADINHO;BA;39985;2930774
S?TIO DO QUINTO;BA;39900;2930766
S?TIO DO MATO;BA;39144;2930758
SIM?ES FILHO;BA;39136;2930709
SERROL?NDIA;BA;39110;2930600
SERRINHA;BA;39098;2930501
SERRA PRETA;BA;39071;2930402
SERRA DOURADA;BA;39055;2930303
SENTO S?;BA;39039;2930204
SERRA DO RAMALHO;BA;39047;2930154
SENHOR DO BONFIM;BA;39012;2930105
SEBASTI?O LARANJEIRAS;BA;38997;2930006
SEABRA;BA;38970;2929909
SA?DE;BA;38954;2929800
SAUBARA;BA;38946;2929750
S?TIRO DIAS;BA;38938;2929701
SAPEA?U;BA;38911;2929602
S?O SEBASTI?O DO PASS?;BA;38890;2929503
S?O MIGUEL DAS MATAS;BA;38873;2929404
S?O JOS? DO JACU?PE;BA;38865;2929370
S?O JOS? DA VIT?RIA;BA;39926;2929354
S?O GON?ALO DOS CAMPOS;BA;38857;2929305
S?O GABRIEL;BA;39896;2929255
S?O FRANCISCO DO CONDE;BA;38830;2929206
S?O FELIPE;BA;38814;2929107
S?O F?LIX DO CORIBE;BA;38822;2929057
S?O F?LIX;BA;38792;2929008
S?O DOMINGOS;BA;38806;2928950
S?O DESID?RIO;BA;38776;2928901
SANTO ESTEV?O;BA;38750;2928802
SANTO ANT?NIO DE JESUS;BA;38733;2928703
SANTO AMARO;BA;38717;2928604
SANTA TEREZINHA;BA;38695;2928505
SANTA RITA DE C?SSIA;BA;35491;2928406
SANTAN?POLIS;BA;38679;2928307
SANTANA;BA;38652;2928208
SANTA MARIA DA VIT?RIA;BA;38636;2928109
SANTA LUZIA;BA;39870;2928059
SANTALUZ;BA;38610;2928000
SANTA IN?S;BA;38598;2927903
SANTA CRUZ DA VIT?RIA;BA;38571;2927804
SANTA CRUZ CABR?LIA;BA;38555;2927705
SANTA BR?GIDA;BA;38539;2927606
SANTA B?RBARA;BA;38512;2927507
SALVADOR;BA;38490;2927408
SALINAS DA MARGARIDA;BA;38474;2927309
RUY BARBOSA;BA;38458;2927200
RODELAS;BA;38431;2927101
RIO REAL;BA;38415;2927002
RIO DO PIRES;BA;38393;2926905
RIO DO ANT?NIO;BA;38377;2926806
RIO DE CONTAS;BA;38350;2926707
RIBEIR?O DO LARGO;BA;38342;2926657
RIBEIRA DO POMBAL;BA;38334;2926608
RIBEIRA DO AMPARO;BA;38318;2926509
RIACHO DE SANTANA;BA;38296;2926400
RIACH?O DO JACU?PE;BA;38270;2926301
